Bulk Graviton
k/Mpl = 0.1
cg = 0.024
ctop = 1

MGr CX_gluonfusion(pb)  TotalWidth(GeV)   BR(HH)                BR(WW)              BR(ZZ)              BR(\gamma\gamma)      BR(gluglu)            BR(toptop)  
270	1.9818792216888887	0.083776592737399	0.001204986109334314	0.6303378947344856	0.3587057914437082	0.001083480856941319	0.008667846855530553	0.
300	1.2558596840640002	0.0846898586741154	0.008891842259731256	0.6257319638997233	0.3546582240727574	0.0011908855297542251	0.009527084238033801	0.
350	0.5866218843428571	0.08829522500296803	0.03237018438061131	0.6135686145208077	0.3420674920878195	0.0013326343345290547	0.010661074676232438	0.
400	0.309497360832	0.10046505160264915	0.05613490661376406	0.5602588243069716	0.30701404317608827	0.0013385208833393617	0.010708167066714893	0.06454553795312162
450	0.169530237568	0.12046915181005294	0.07220555719457727	0.4902562652450237	0.26471710798660647	0.00125578945767324	0.01004631566138592	0.16151896445473354
500	0.09890988138432	0.14467903465005677	0.081883048432683	0.4306048805234469	0.22972516823063058	0.0011618353165437345	0.009294682532349876	0.2473303849643458
550	0.06100957377068429	0.1711177202197274	0.08765138905321086	0.3849371458087684	0.20337852054448205	0.001080557483961635	0.00864445987169308	0.314307927237884
600	0.0361719231588	0.19868446610572726	0.09118532538152119	0.3507175896037266	0.18385357299248328	0.0010152371666365225	0.00812189733309218	0.36510637752254005
650	0.024067117367403548	0.22676735384958874	0.09343266473040084	0.32490012897033343	0.1692397019352935	0.0009636359551595753	0.007709087641276602	0.403754780767536
700	0.015847326380865306	0.2550260212644846	0.09491614353374829	0.3051107201363121	0.15810552745014583	0.0009227705300855881	0.007382164240684705	0.4335626741090233
750	0.010458188734464002	0.28327247228112606	0.09592946591894308	0.28966886226251876	0.1494585154131261	0.0008900964361253099	0.007120771489002479	0.4569322884802841
800	0.007292460273750001	0.3114052902289163	0.0966430170366855	0.27740932566046483	0.14261958985848525	0.000863662717592622	0.006909301740740976	0.4755551029860308
850	0.0049838802883100325	0.33937276033531294	0.09715912553468811	0.2675204690244784	0.13712027605278093	0.0008420194365377884	0.006736155492302307	0.4906219544592123
900	0.0034951881407999995	0.3671518380784267	0.09754133385509364	0.2594290986829774	0.13263217117755252	0.0008240944215868862	0.00659275537269509	0.5029805464900944
950	0.0024717322425440434	0.3947359628254936	0.09783033510788015	0.2527235375770041	0.12892080494506905	0.0008090904627784919	0.006472723702227935	0.5132435082050404
1000	0.0017431089075359998	0.42212790454566074	0.09805292900239995	0.24710293796828	0.12581566347802334	0.0007964089092892854	0.0063712712743142835	0.521860789367693
1050	0.0013097945829746939	0.44933552664538634	0.09822721634862047	0.24234373027746423	0.12319055017479068	0.0007855950048667154	0.006284760038933723	0.5291681481553243
1100	0.0009394524130195041	0.47636926571364846	0.09836570367457687	0.23827714104748865	0.120950530575666	0.0007762991717984883	0.006210393374387907	0.535419932156082
1150	0.0006892653123520604	0.5032406358700373	0.09847721118726292	0.2347738965799717	0.11902310713728065	0.0007682495412504648	0.006145996330003719	0.5408115392242304
1200	0.00053171095275	0.5299613510743761	0.09856807572590807	0.2317336462285427	0.11735214977365686	0.0007612323201114339	0.006089858560891471	0.5454950373908893
1250	0.00039221452280217584	0.5565428228510061	0.09864292719709947	0.2290775310374028	0.11589365082945431	0.0007550776198981343	0.006040620959185074	0.5495901923569602
1300	0.0002993484679753846	0.5829958868273374	0.09870520057420099	0.22674288126424116	0.11461270808368436	0.0007496491161028586	0.005997192928822869	0.5531923680329478
1350	0.00022413557639111098	0.6093306684987289	0.09875748021059477	0.2246793773159549	0.11348134793503065	0.0007448364179205129	0.005958691343364103	0.5563782667771351
1400	0.00017315433001469387	0.6355565330020922	0.09880173558898081	0.22284623189313912	0.1124769324926742	0.000740549375572455	0.00592439500457964	0.5592101556450539
1450	0.00013265580582278239	0.6616820846659384	0.0988394854282702	0.22121009506926453	0.1115809785426945	0.0007367137877154265	0.005893710301723412	0.5617390168703318
1500	0.00010243069902720002	0.6877151950580636	0.09887191367287589	0.21974347814956305	0.11077827113708263	0.0007332681314640659	0.005866145051712527	0.5640069238573018
1550	0.00007843883159995006	0.7136630463204373	0.09889995263436807	0.21842355459665083	0.11005619071557526	0.0007301610472173588	0.005841288377738871	0.5660488526284496
1600	0.000060165767710687506	0.7395321816418653	0.09892434336927226	0.2172312383282628	0.1094041969014089	0.000727349386296402	0.005818795090371216	0.5678940769243884
1650	0.00004756599099133885	0.765328557908965	0.09894568005918306	0.2161504683578714	0.10881342858027832	0.0007247966823310688	0.0057983734586485505	0.5695672528616874
1700	0.0000367706219782422	0.791057597591117	0.09896444300117382	0.2151676485632965	0.1082763912167168	0.0007224719446573531	0.005779775557258825	0.5710892697168967
1750	0.000029278329285746937	0.8167242381869344	0.0989810233903856	0.21427120523687884	0.10778671027861363	0.0007203486985713276	0.005762789588570621	0.5724779228069801
1800	0.000022531430399999998	0.8423329783586568	0.09899574212048082	0.21345123489334963	0.10733893523218295	0.0007184042164070961	0.005747233731256769	0.5737484498063226
1850	0.000018434318552309707	0.8678879203774549	0.09900886417771078	0.21269922184701293	0.10692838256471811	0.0007166188972916042	0.005732951178332834	0.5749139613349338
1900	0.000014320838291235451	0.8933928088056837	0.0990206097568892	0.21200781016281836	0.10655100917783154	0.0007149757636055876	0.005719806108844701	0.5759857890300107
1950	0.000011264548631857988	0.9188510655213034	0.0990311629158005	0.2113706183098539	0.1062033095992192	0.0007134600497041863	0.00570768039763349	0.5769737687277886
